Name_Console,Name,Platform,Publisher,Genre,Release_Year,Release_Month,First_Week,Total_Sales,Critic_Score,User_Score
.hack//G.U. Last Recode (PS4),.hack//G.U. Last Recode,PS4,Namco Bandai Games,Role-Playing,2017,11,86008.0,86008.0,N/A,N/A
.hack//Link (PSP),.hack//Link,PSP,Namco Bandai Games,Role-Playing,2010,3,63258.0,63258.0,N/A,N/A
1-2-Switch (NS),1-2-Switch,NS,Nintendo,Party,2017,3,195332.0,413302.0,4.9,N/A
2010 FIFA World Cup South Africa (PS3),2010 FIFA World Cup South Africa,PS3,Electronic Arts,Sports,2010,5,159986.0,481629.0,8.2,N/A
2010 FIFA World Cup South Africa (X360),2010 FIFA World Cup South Africa,X360,Electronic Arts,Sports,2010,5,106021.0,288574.0,8.4,N/A
2014 FIFA World Cup Brazil (PS3),2014 FIFA World Cup Brazil,PS3,Electronic Arts,Sports,2014,4,71704.0,229829.0,7.9,N/A
2014 FIFA World Cup Brazil (X360),2014 FIFA World Cup Brazil,X360,Electronic Arts,Sports,2014,4,58285.0,84430.0,7.3,N/A
3D Dot Game Heroes (PS3),3D Dot Game Heroes,PS3,Atlus,Role-Playing,2010,5,73619.0,172218.0,7.5,N/A
3rd Super Robot Wars Z Jigoku Hen (PS3),3rd Super Robot Wars Z Jigoku Hen,PS3,Namco Bandai Games,Role-Playing,2014,4,148008.0,179693.0,N/A,N/A
3rd Super Robot Wars Z Jigoku Hen (PSV),3rd Super Robot Wars Z Jigoku Hen,PSV,Namco Bandai Games,Role-Playing,2014,4,126941.0,126941.0,N/A,N/A
3rd Super Robot Wars Z: Tengoku-Hen (PS3),3rd Super Robot Wars Z: Tengoku-Hen,PS3,Namco Bandai Games,Action,2015,4,105540.0,105540.0,N/A,N/A
3rd Super Robot Wars Z: Tengoku-Hen (PSV),3rd Super Robot Wars Z: Tengoku-Hen,PSV,Namco Bandai Games,Action,2015,4,116398.0,116398.0,N/A,N/A
7 Days to Die (PS4),7 Days to Die,PS4,Telltale Games,Action,2016,7,36708.0,55749.0,N/A,N/A
7th Dragon (DS),7th Dragon,DS,Sega,Role-Playing,2009,3,80094.0,80094.0,N/A,N/A
7th Dragon 2020-II (PSP),7th Dragon 2020-II,PSP,Sega,Role-Playing,2013,4,74694.0,74694.0,N/A,N/A
7th Dragon III Code: VFD (3DS),7th Dragon III Code: VFD,3DS,Sega,Action,2015,10,72217.0,72217.0,N/A,N/A
A Way Out (PS4),A Way Out,PS4,Electronic Arts,Action,2018,3,105009.0,186767.0,7.5,N/A
A Way Out (XOne),A Way Out,XOne,Electronic Arts,Action,2018,3,42659.0,42659.0,8.1,N/A
A.C.E.: Another Century's Episode Portable (PSP),A.C.E.: Another Century's Episode Portable,PSP,Namco Bandai Games,Simulation,2011,1,70938.0,70938.0,N/A,N/A
A.C.E.: Another Century's Episode R (PS3),A.C.E.: Another Century's Episode R,PS3,Namco Bandai Games,Simulation,2010,8,205605.0,234083.0,N/A,N/A
ABZU (PS4),ABZU,PS4,505 Games,Adventure,2017,2,24841.0,24841.0,N/A,N/A
AKB1/149: Love Election (PS3),AKB1/149: Love Election,PS3,Namco Bandai Games,Adventure,2013,9,24308.0,24308.0,N/A,N/A
AKB1/48: Idol to Guam de Koishitara... (PSP),AKB1/48: Idol to Guam de Koishitara...,PSP,Namco Bandai Games,Misc,2011,10,238549.0,273396.0,N/A,N/A
ARK: Survival Evolved (PS4),ARK: Survival Evolved,PS4,Studio Wildcard,Action,2017,9,43685.0,66738.0,N/A,N/A
ARK: Survival Evolved (XOne),ARK: Survival Evolved,XOne,Studio Wildcard,Action-Adventure,2017,9,24299.0,24299.0,N/A,N/A
ASH: Archaic Sealed Heat (DS),ASH: Archaic Sealed Heat,DS,Nintendo,Role-Playing,2007,10,55466.0,55466.0,N/A,N/A
ATV Offroad Fury: Blazin' Trails (PSP),ATV Offroad Fury: Blazin' Trails,PSP,Sony Computer Entertainment,Racing,2005,4,19713.0,64248.0,5.9,N/A
Accel World vs. Sword Art Online: Millennium Twilight (PS4),Accel World vs. Sword Art Online: Millennium Twilight,PS4,Namco Bandai Games,Action,2017,3,30941.0,30941.0,N/A,N/A
Accel World vs. Sword Art Online: Millennium Twilight (PSV),Accel World vs. Sword Art Online: Millennium Twilight,PSV,Namco Bandai Games,Action,2017,3,35486.0,35486.0,N/A,N/A
Accel World: Ginyoku no Kakusei (PS3),Accel World: Ginyoku no Kakusei,PS3,Namco Bandai Games,Adventure,2012,9,17923.0,17923.0,N/A,N/A
Ace Attorney 6 (3DS),Ace Attorney 6,3DS,Capcom,Adventure,2016,6,196288.0,223721.0,,
Ace Attorney Investigations 2 (DS),Ace Attorney Investigations 2,DS,Capcom,Adventure,2011,2,135027.0,135027.0,N/A,N/A
Ace Attorney Investigations: Miles Edgeworth (DS),Ace Attorney Investigations: Miles Edgeworth,DS,Capcom,Adventure,2009,5,190196.0,227637.0,7.7,N/A
Ace Combat 6: Fires of Liberation (X360),Ace Combat 6: Fires of Liberation,X360,Atari,Simulation,2007,10,81124.0,188533.0,8.1,N/A
Ace Combat X: Skies of Deception (PSP),Ace Combat X: Skies of Deception,PSP,Namco Bandai Games,Simulation,2006,10,72072.0,96675.0,7.6,N/A
Ace Combat: Assault Horizon (PS3),Ace Combat: Assault Horizon,PS3,Namco Bandai Games,Action,2011,10,233988.0,286853.0,7.5,N/A
Ace Combat: Assault Horizon (X360),Ace Combat: Assault Horizon,X360,Namco Bandai Games,Action,2011,10,107812.0,107812.0,7.0,N/A
Ace Combat: Joint Assault (PSP),Ace Combat: Joint Assault,PSP,Namco Bandai Games,Simulation,2010,8,63566.0,95924.0,7.0,N/A
Advance Wars: Dual Strike (DS),Advance Wars: Dual Strike,DS,Nintendo,Strategy,2005,6,14762.0,20785.0,9.0,N/A
Afro Samurai (X360),Afro Samurai,X360,Atari,Action,2009,1,41261.0,41261.0,6.4,N/A
Age of Empires: The Age of Kings (DS),Age of Empires: The Age of Kings,DS,THQ,Strategy,2006,2,12025.0,12025.0,N/A,N/A
Agents of Mayhem (PS4),Agents of Mayhem,PS4,Deep Silver,Action,2017,8,42475.0,42475.0,N/A,N/A
Agents of Mayhem (XOne),Agents of Mayhem,XOne,Deep Silver,Action,2017,8,24584.0,24584.0,N/A,N/A
Aibou DS (DS),Aibou DS,DS,Tecmo Koei,Adventure,2009,3,37185.0,37185.0,N/A,N/A
Akiba's Beat (PSV),Akiba's Beat,PSV,PQube,Action,2017,5,15144.0,15144.0,N/A,N/A
Akiba's Trip (PSP),Akiba's Trip,PSP,Acquire,Adventure,2011,5,57307.0,57307.0,N/A,N/A
Akiba's Trip Plus (PSP),Akiba's Trip Plus,PSP,Acquire,Adventure,2012,6,29480.0,29480.0,N/A,N/A
Alan Wake (X360),Alan Wake,X360,Microsoft Game Studios,Action,2010,5,83857.0,461813.0,8.3,N/A
Alice: Madness Returns (PS3),Alice: Madness Returns,PS3,Electronic Arts,Adventure,2011,6,41347.0,108299.0,6.7,N/A
Alice: Madness Returns (X360),Alice: Madness Returns,X360,Electronic Arts,Adventure,2011,6,55882.0,55882.0,6.9,N/A
Alien: Isolation (PS3),Alien: Isolation,PS3,Sega,Shooter,2014,10,45721.0,45721.0,N/A,N/A
Alien: Isolation (PS4),Alien: Isolation,PS4,Sega,Shooter,2014,10,177723.0,229779.0,N/A,N/A
Alien: Isolation (X360),Alien: Isolation,X360,Sega,Shooter,2014,10,44263.0,44263.0,N/A,N/A
Alien: Isolation (XOne),Alien: Isolation,XOne,Sega,Shooter,2014,10,82667.0,82667.0,N/A,N/A
Aliens vs Predator (PC),Aliens vs Predator,PC,Sega,Shooter,2010,2,56607.0,56607.0,6.2,N/A
Aliens vs Predator (PS3),Aliens vs Predator,PS3,Sega,Shooter,2010,2,226758.0,442625.0,6.1,N/A
Aliens vs Predator (X360),Aliens vs Predator,X360,Sega,Shooter,2010,2,315117.0,602811.0,6.0,N/A
Aliens: Colonial Marines (PC),Aliens: Colonial Marines,PC,Sega,Shooter,2013,2,75043.0,75043.0,N/A,N/A
Aliens: Colonial Marines (PS3),Aliens: Colonial Marines,PS3,Sega,Shooter,2013,2,180959.0,222549.0,N/A,N/A
Aliens: Colonial Marines (X360),Aliens: Colonial Marines,X360,Sega,Shooter,2013,2,267584.0,318537.0,N/A,N/A
All Kamen Rider: Rider Generation (DS),All Kamen Rider: Rider Generation,DS,Namco Bandai Games,Action,2011,8,51899.0,51899.0,N/A,N/A
All-Pro Football 2K8 (X360),All-Pro Football 2K8,X360,Take-Two Interactive,Sports,2007,7,57062.0,57062.0,7.5,N/A
Alone in the Dark (X360),Alone in the Dark,X360,Atari,Adventure,2008,6,44229.0,108122.0,6.3,N/A
Amagami (PSP),Amagami,PSP,Kadokawa Shoten,Adventure,2011,4,77738.0,77738.0,N/A,N/A
Amnesia: Crowd (PSP),Amnesia: Crowd,PSP,Otomate,Adventure,2013,4,25865.0,25865.0,N/A,N/A
Animal Crossing: Amiibo Festival (WiiU),Animal Crossing: Amiibo Festival,WiiU,Nintendo,Misc,2015,11,88134.0,88134.0,4.8,N/A
Animal Crossing: City Folk (Wii),Animal Crossing: City Folk,Wii,Nintendo,Simulation,2008,11,532089.0,2294290.0,7.1,8.8
Animal Crossing: Jump Out (3DS),Animal Crossing: Jump Out,3DS,Nintendo,Simulation,2012,11,641441.0,1541058.0,,
Animal Crossing: Wild World (DS),Animal Crossing: Wild World,DS,Nintendo,Simulation,2005,11,340514.0,1699892.0,8.5,N/A
Anno 2070 (PC),Anno 2070,PC,Ubisoft,Strategy,2011,11,143314.0,143314.0,8.7,N/A
Anno 2205 (PC),Anno 2205,PC,Ubisoft,Strategy,2015,11,77195.0,77195.0,N/A,N/A
Ape Escape: On the Loose (PSP),Ape Escape: On the Loose,PSP,Sony Computer Entertainment,Platform,2005,3,25342.0,158869.0,6.6,N/A
Apollo Justice: Ace Attorney (DS),Apollo Justice: Ace Attorney,DS,Capcom,Adventure,2007,4,250636.0,382561.0,8.0,N/A
AquaPazza: AquaPlus Dream Match (PS3),AquaPazza: AquaPlus Dream Match,PS3,Aqua Plus,Action,2012,9,23504.0,23504.0,N/A,N/A
Ar no Surge (PS3),Ar no Surge,PS3,Gust,Role-Playing,2014,3,28336.0,28336.0,N/A,N/A
Ar tonelico Qoga: Knell of Ar Ciel (PS3),Ar tonelico Qoga: Knell of Ar Ciel,PS3,Tecmo Koei,Role-Playing,2010,1,81699.0,81699.0,7.0,N/A
Arc Rise Fantasia (Wii),Arc Rise Fantasia,Wii,Marvelous Interactive,Role-Playing,2009,6,27255.0,27255.0,6.3,N/A
Archer Maclean's Mercury (PSP),Archer Maclean's Mercury,PSP,Ignition Entertainment,Puzzle,2005,4,17116.0,55243.0,7.7,N/A
Armored Core 3 Portable (PSP),Armored Core 3 Portable,PSP,From Software,Simulation,2009,8,38745.0,38745.0,N/A,N/A
Armored Core 4 (X360),Armored Core 4,X360,505 Games,Simulation,2007,3,56220.0,56220.0,6.5,N/A
Armored Core V (PS3),Armored Core V,PS3,From Software,Simulation,2012,1,164981.0,164981.0,N/A,N/A
Armored Core: For Answer (PS3),Armored Core: For Answer,PS3,From Software,Simulation,2008,3,51908.0,51908.0,6.1,N/A
Armored Core: Verdict Day (PS3),Armored Core: Verdict Day,PS3,From Software,Action,2013,9,62753.0,62753.0,N/A,N/A
Arms (NS),Arms,NS,Nintendo,Fighting,2017,6,421546.0,741565.0,6.7,N/A
Army of Two (PS3),Army of Two,PS3,Electronic Arts,Shooter,2008,3,146980.0,393391.0,7.4,6.9
Army of Two (X360),Army of Two,X360,Electronic Arts,Shooter,2008,3,371600.0,837943.0,6.7,N/A
Army of Two: The 40th Day (PS3),Army of Two: The 40th Day,PS3,Electronic Arts,Shooter,2010,1,119527.0,226768.0,7.1,N/A
Army of Two: The 40th Day (X360),Army of Two: The 40th Day,X360,Electronic Arts,Shooter,2010,1,169418.0,361267.0,7.1,N/A
Army of Two: The Devil's Cartel (PS3),Army of Two: The Devil's Cartel,PS3,Electronic Arts,Shooter,2013,3,51734.0,51734.0,N/A,N/A
Army of Two: The Devil's Cartel (X360),Army of Two: The Devil's Cartel,X360,Electronic Arts,Shooter,2013,3,63780.0,63780.0,N/A,N/A
Ashes Cricket 2009 (PS3),Ashes Cricket 2009,PS3,Codemasters,Sports,2009,8,26364.0,26364.0,6.8,N/A
Asphalt: Urban GT (DS),Asphalt: Urban GT,DS,Ubisoft,Racing,2004,11,30525.0,127065.0,5.0,N/A
Assassin's Creed (PS3),Assassin's Creed,PS3,Ubisoft,Adventure,2007,11,446169.0,1569728.0,8.8,N/A
Assassin's Creed (X360),Assassin's Creed,X360,Ubisoft,Adventure,2007,11,774533.0,2516452.0,8.2,8.0
Assassin's Creed II (PS3),Assassin's Creed II,PS3,Ubisoft,Action,2009,11,772039.0,2593336.0,8.8,N/A
Assassin's Creed II (X360),Assassin's Creed II,X360,Ubisoft,Action,2009,11,914218.0,2867140.0,N/A,N/A
Assassin's Creed III (PS3),Assassin's Creed III,PS3,Ubisoft,Action,2012,11,1561018.0,3543538.0,8.8,N/A
Assassin's Creed III (X360),Assassin's Creed III,X360,Ubisoft,Action,2012,11,1568017.0,3033385.0,N/A,N/A
Assassin's Creed III: Liberation (PSV),Assassin's Creed III: Liberation,PSV,Ubisoft,Action,2012,11,101787.0,101787.0,N/A,N/A
Assassin's Creed IV: Black Flag (PS3),Assassin's Creed IV: Black Flag,PS3,Ubisoft,Action,2013,11,768643.0,1711026.0,8.7,N/A
Assassin's Creed IV: Black Flag (PS4),Assassin's Creed IV: Black Flag,PS4,Ubisoft,Action,2013,11,308022.0,1003637.0,8.3,N/A
Assassin's Creed IV: Black Flag (X360),Assassin's Creed IV: Black Flag,X360,Ubisoft,Action,2013,11,723958.0,1451760.0,8.5,N/A
Assassin's Creed IV: Black Flag (XOne),Assassin's Creed IV: Black Flag,XOne,Ubisoft,Action,2013,11,232053.0,232053.0,8.3,N/A
Assassin's Creed Origins (PS4),Assassin's Creed Origins,PS4,Ubisoft,Action,2017,10,1034396.0,2283808.0,N/A,N/A
Assassin's Creed Origins (XOne),Assassin's Creed Origins,XOne,Ubisoft,Action,2017,10,464061.0,1247628.0,,
Assassin's Creed Rogue Remastered (PS4),Assassin's Creed Rogue Remastered,PS4,Ubisoft,Action-Adventure,2018,3,48234.0,48234.0,,
Assassin's Creed Syndicate (PS4),Assassin's Creed Syndicate,PS4,Ubisoft,Action,2015,10,605003.0,1634467.0,8.6,N/A
Assassin's Creed Syndicate (XOne),Assassin's Creed Syndicate,XOne,Ubisoft,Action,2015,10,270682.0,491951.0,N/A,N/A
Assassin's Creed The Ezio Collection (PS4),Assassin's Creed The Ezio Collection,PS4,Ubisoft,Action,2016,11,112696.0,112696.0,N/A,N/A
Assassin's Creed: Brotherhood (PS3),Assassin's Creed: Brotherhood,PS3,Ubisoft,Action,2010,11,406841.0,600747.0,9.1,N/A
Assassin's Creed: Brotherhood (X360),Assassin's Creed: Brotherhood,X360,Ubisoft,Action,2010,11,560257.0,1750564.0,9.1,N/A
Assassin's Creed: Revelations (PS3),Assassin's Creed: Revelations,PS3,Ubisoft,Action,2011,11,958801.0,2589830.0,8.8,N/A
Assassin's Creed: Revelations (X360),Assassin's Creed: Revelations,X360,Ubisoft,Action,2011,11,1152969.0,2716065.0,7.9,N/A
Assassin's Creed: Rogue (PS3),Assassin's Creed: Rogue,PS3,Ubisoft,Action,2014,11,158440.0,567020.0,N/A,N/A
Assassin's Creed: Rogue (X360),Assassin's Creed: Rogue,X360,Ubisoft,Action,2014,11,147223.0,147223.0,N/A,N/A
Assassin's Creed: Unity (PC),Assassin's Creed: Unity,PC,Ubisoft,Action,2014,11,134896.0,134896.0,N/A,N/A
Assassin's Creed: Unity (PS4),Assassin's Creed: Unity,PS4,Ubisoft,Action,2014,11,920712.0,2268948.0,N/A,N/A
Assassin's Creed: Unity (XOne),Assassin's Creed: Unity,XOne,Ubisoft,Action,2014,11,528411.0,1940017.0,N/A,N/A
Assassination Classroom: Grand Siege on Kuro-sensei (3DS),Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Namco Bandai Games,Action,2015,3,25163.0,25163.0,,
Assetto Corsa (PS4),Assetto Corsa,PS4,505 Games,Racing,2016,8,28393.0,28393.0,N/A,N/A
Asura's Wrath (PS3),Asura's Wrath,PS3,Capcom,Action,2012,2,81871.0,81871.0,N/A,8.3
Atelier Ayesha: The Alchemist of the Land of Twilight (PS3),Atelier Ayesha: The Alchemist of the Land of Twilight,PS3,Gust,Role-Playing,2012,6,65497.0,65497.0,,
Atelier Escha & Logy (PS3),Atelier Escha & Logy,PS3,Gust,Role-Playing,2013,6,57712.0,57712.0,N/A,N/A
Atelier Meruru: Alchemist of Arland 3 (PS3),Atelier Meruru: Alchemist of Arland 3,PS3,Gust,Role-Playing,2011,6,81303.0,81303.0,N/A,N/A
Atelier Rorona: Alchemist of Arland (PS3),Atelier Rorona: Alchemist of Arland,PS3,Nippon Ichi Software,Role-Playing,2009,6,44542.0,44542.0,6.4,N/A
Atelier Shallie: Alchemists of the Dusk Sea (PS3),Atelier Shallie: Alchemists of the Dusk Sea,PS3,Tecmo Koei,Simulation,2014,7,46782.0,46782.0,N/A,N/A
Atelier Totori: The Adventurer of Arland (PS3),Atelier Totori: The Adventurer of Arland,PS3,Gust,Role-Playing,2010,6,63165.0,63165.0,7.8,N/A
Attack on Titan (KOEI) (PS4),Attack on Titan (KOEI),PS4,Tecmo Koei,Action,2016,2,58130.0,58130.0,,
Attack on Titan (KOEI) (PSV),Attack on Titan (KOEI),PSV,Tecmo Koei,Action,2016,2,60094.0,60094.0,,
Attack on Titan 2 (NS),Attack on Titan 2,NS,Tecmo Koei,Action,2018,3,24940.0,56730.0,7.0,N/A
Attack on Titan 2 (PS4),Attack on Titan 2,PS4,Tecmo Koei,Action,2018,3,28916.0,74488.0,7.8,N/A
Bakemonogatari Portable (PSP),Bakemonogatari Portable,PSP,Namco Bandai Games,Adventure,2012,8,34745.0,34745.0,N/A,N/A
Bakugan: Battle Brawlers (DS),Bakugan: Battle Brawlers,DS,Activision,Action,2009,10,92531.0,92531.0,6.4,N/A
Batman: Arkham Asylum (PS3),Batman: Arkham Asylum,PS3,Eidos Interactive,Action,2009,8,434532.0,985091.0,9.0,N/A
Batman: Arkham Asylum (X360),Batman: Arkham Asylum,X360,Eidos Interactive,Action,2009,8,389225.0,787279.0,9.1,N/A
Batman: Arkham City (PS3),Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,Action,2011,10,932843.0,1562979.0,9.6,N/A
Batman: Arkham City (X360),Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,Action,2011,10,863959.0,1436497.0,9.5,N/A
Batman: Arkham Knight (PC),Batman: Arkham Knight,PC,Warner Bros. Interactive Entertainment,Action,2015,6,58919.0,58919.0,N/A,N/A
Batman: Arkham Knight (PS4),Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,Action,2015,6,1529477.0,2519435.0,8.1,N/A
Batman: Arkham Knight (XOne),Batman: Arkham Knight,XOne,Warner Bros. Interactive Entertainment,Action,2015,6,600898.0,965528.0,N/A,N/A
Batman: Arkham Origins (PC),Batman: Arkham Origins,PC,Warner Bros. Interactive Entertainment,Action,2013,10,49068.0,49068.0,N/A,N/A
Batman: Arkham Origins (PS3),Batman: Arkham Origins,PS3,Warner Bros. Interactive Entertainment,Action,2013,10,550200.0,1118127.0,N/A,N/A
Batman: Arkham Origins (WiiU),Batman: Arkham Origins,WiiU,Warner Bros. Interactive Entertainment,Action,2013,10,34061.0,34061.0,N/A,N/A
Batman: Arkham Origins (X360),Batman: Arkham Origins,X360,Warner Bros. Interactive Entertainment,Action,2013,10,510421.0,718231.0,N/A,N/A
Batman: Arkham Origins Blackgate (PSV),Batman: Arkham Origins Blackgate,PSV,Warner Bros. Interactive Entertainment,Action,2013,10,48154.0,48154.0,N/A,N/A
Batman: Arkham VR (PS4),Batman: Arkham VR,PS4,Warner Bros. Interactive Entertainment,Action,2016,10,31933.0,151092.0,N/A,N/A
Batman: Return to Arkham (PS4),Batman: Return to Arkham,PS4,Warner Bros. Interactive Entertainment,Action,2016,10,107899.0,107899.0,N/A,N/A
Batman: Return to Arkham (XOne),Batman: Return to Arkham,XOne,Warner Bros. Interactive Entertainment,Action,2016,10,51087.0,51087.0,N/A,N/A
Battle & Get! Pokemon Typing DS (DS),Battle & Get! Pokemon Typing DS,DS,Nintendo,Misc,2011,4,58495.0,91087.0,,
Battleborn (PC),Battleborn,PC,Take-Two Interactive,Shooter,2016,5,31661.0,31661.0,N/A,N/A
Battleborn (PS4),Battleborn,PS4,Take-Two Interactive,Shooter,2016,5,110464.0,145043.0,N/A,N/A
Battleborn (XOne),Battleborn,XOne,Take-Two Interactive,Shooter,2016,5,69230.0,69230.0,N/A,N/A
Battlefield 1 (PC),Battlefield 1,PC,Electronic Arts,Shooter,2016,10,128656.0,233779.0,N/A,N/A
Battlefield 1 (PS4),Battlefield 1,PS4,Electronic Arts,Shooter,2016,10,1736657.0,3966488.0,N/A,N/A
Battlefield 1 (XOne),Battlefield 1,XOne,Electronic Arts,Shooter,2016,10,939684.0,2459337.0,N/A,N/A
Battlefield 3 (PC),Battlefield 3,PC,Electronic Arts,Shooter,2011,10,684563.0,1025359.0,8.9,N/A
Battlefield 3 (PS3),Battlefield 3,PS3,Electronic Arts,Shooter,2011,10,1699157.0,3290463.0,8.5,N/A
Battlefield 3 (X360),Battlefield 3,X360,Electronic Arts,Shooter,2011,10,2297010.0,3918071.0,8.5,N/A
Battlefield 4 (PC),Battlefield 4,PC,Electronic Arts,Shooter,2013,11,273424.0,354103.0,N/A,N/A
Battlefield 4 (PS3),Battlefield 4,PS3,Electronic Arts,Shooter,2013,11,672129.0,1668552.0,8.7,N/A
Battlefield 4 (PS4),Battlefield 4,PS4,Electronic Arts,Shooter,2013,11,350714.0,1026699.0,8.3,N/A
Battlefield 4 (X360),Battlefield 4,X360,Electronic Arts,Shooter,2013,11,842568.0,1831306.0,8.7,N/A
Battlefield 4 (XOne),Battlefield 4,XOne,Electronic Arts,Shooter,2013,11,450217.0,450217.0,N/A,N/A
Battlefield: Bad Company (PS3),Battlefield: Bad Company,PS3,Electronic Arts,Shooter,2008,6,117129.0,175415.0,8.9,8.8
Battlefield: Bad Company (X360),Battlefield: Bad Company,X360,Electronic Arts,Shooter,2008,6,323567.0,677220.0,9.0,9.3
Battlefield: Bad Company 2 (PC),Battlefield: Bad Company 2,PC,Electronic Arts,Shooter,2010,3,93141.0,93141.0,8.8,N/A
Battlefield: Bad Company 2 (PS3),Battlefield: Bad Company 2,PS3,Electronic Arts,Shooter,2010,3,504307.0,1220197.0,8.9,8.8
Battlefield: Bad Company 2 (X360),Battlefield: Bad Company 2,X360,Electronic Arts,Shooter,2010,3,795089.0,1785633.0,9.0,9.3
Battlefield: Hardline (PC),Battlefield: Hardline,PC,Electronic Arts,Shooter,2015,3,22618.0,22618.0,N/A,N/A
Battlefield: Hardline (PS3),Battlefield: Hardline,PS3,Electronic Arts,Shooter,2015,3,109069.0,144444.0,N/A,N/A
Battlefield: Hardline (PS4),Battlefield: Hardline,PS4,Electronic Arts,Shooter,2015,3,786348.0,1409255.0,N/A,N/A
Battlefield: Hardline (X360),Battlefield: Hardline,X360,Electronic Arts,Shooter,2015,3,68340.0,68340.0,N/A,N/A
Battlefield: Hardline (XOne),Battlefield: Hardline,XOne,Electronic Arts,Shooter,2015,3,500216.0,869308.0,N/A,N/A
Battlestations: Midway (X360),Battlestations: Midway,X360,Eidos Interactive,Strategy,2007,2,38280.0,38280.0,N/A,N/A
Battlestations: Pacific (X360),Battlestations: Pacific,X360,Eidos Interactive,Strategy,2009,5,25140.0,25140.0,N/A,N/A
Bayonetta (PS3),Bayonetta,PS3,Sega,Action,2009,10,138864.0,138864.0,8.6,7.2
Bayonetta (X360),Bayonetta,X360,Sega,Action,2009,10,64940.0,64940.0,8.9,9.5
Bayonetta 2 (NS),Bayonetta 2,NS,Nintendo,Action,2018,2,186189.0,305517.0,9.5,N/A
Bayonetta 2 (WiiU),Bayonetta 2,WiiU,PlatinumGames,Action,2014,9,37173.0,249290.0,9.3,N/A
Beyond: Two Souls (PS3),Beyond: Two Souls,PS3,Sony Computer Entertainment,Adventure,2013,10,330728.0,597195.0,N/A,N/A
Big Beach Sports (Wii),Big Beach Sports,Wii,THQ,Sports,2008,6,61342.0,274928.0,4.9,N/A
Big Brain Academy (DS),Big Brain Academy,DS,Nintendo,Misc,2005,7,65055.0,284201.0,7.7,N/A
Big Brain Academy: Wii Degree (Wii),Big Brain Academy: Wii Degree,Wii,Nintendo,Misc,2007,4,43261.0,126901.0,7.1,N/A
Binary Domain (PS3),Binary Domain,PS3,Sega,Action,2012,2,75400.0,75400.0,N/A,N/A
BioShock (PC),BioShock,PC,Take-Two Interactive,Shooter,2007,8,46150.0,46150.0,N/A,N/A
BioShock (X360),BioShock,X360,Take-Two Interactive,Shooter,2007,8,544625.0,995937.0,9.6,9.5
BioShock 2 (PS3),BioShock 2,PS3,Take-Two Interactive,Shooter,2010,2,270211.0,504113.0,8.5,N/A
BioShock 2 (X360),BioShock 2,X360,Take-Two Interactive,Shooter,2010,2,544849.0,982129.0,8.6,N/A
BioShock Infinite (PC),BioShock Infinite,PC,Take-Two Interactive,Shooter,2013,3,172487.0,209389.0,N/A,N/A
BioShock Infinite (PS3),BioShock Infinite,PS3,Take-Two Interactive,Shooter,2013,3,437606.0,734581.0,9.5,N/A
BioShock Infinite (X360),BioShock Infinite,X360,Take-Two Interactive,Shooter,2013,3,727424.0,1106925.0,N/A,N/A
BioShock The Collection (PS4),BioShock The Collection,PS4,Take-Two Interactive,Shooter,2016,9,152815.0,261013.0,N/A,N/A
BioShock The Collection (XOne),BioShock The Collection,XOne,Take-Two Interactive,Shooter,2016,9,70317.0,93280.0,N/A,N/A
Biohazard: Revival Selection (PS3),Biohazard: Revival Selection,PS3,Capcom,Action,2011,9,88018.0,88018.0,N/A,N/A
Bionic Commando (PS3),Bionic Commando,PS3,Capcom,Platform,2009,5,25503.0,25503.0,7.0,N/A
Bionic Commando (X360),Bionic Commando,X360,Capcom,Platform,2009,5,30568.0,30568.0,7.1,8.0
Black * Rock Shooter: The Game (PSP),Black * Rock Shooter: The Game,PSP,Unknown,Role-Playing,2011,8,103285.0,103285.0,N/A,N/A
Blade Strangers (NS),Blade Strangers,NS,Nicalis,Fighting,2018,9,18210.0,18210.0,N/A,N/A
Bladestorm: The Hundred Years' War (PS3),Bladestorm: The Hundred Years' War,PS3,Tecmo Koei,Action,2007,9,62350.0,62350.0,N/A,N/A
BlazBlue Central Fiction (PS4),BlazBlue Central Fiction,PS4,PQube,Fighting,2016,10,22281.0,22281.0,N/A,N/A
BlazBlue Chrono Phantasma (PS3),BlazBlue Chrono Phantasma,PS3,Arc System Works,Fighting,2013,10,76970.0,76970.0,N/A,N/A
BlazBlue: Continuum Shift (PS3),BlazBlue: Continuum Shift,PS3,Arc System Works,Fighting,2010,7,49283.0,49283.0,8.7,N/A
Blazing Angels: Squadrons of WWII (X360),Blazing Angels: Squadrons of WWII,X360,Ubisoft,Simulation,2006,3,43193.0,73357.0,6.4,N/A
Bleach: Heat the Soul (PSP),Bleach: Heat the Soul,PSP,Sony Computer Entertainment,Fighting,2005,3,40083.0,60791.0,N/A,N/A
Bleach: Heat the Soul 3 (PSP),Bleach: Heat the Soul 3,PSP,Sony Computer Entertainment,Fighting,2006,7,36236.0,36236.0,N/A,N/A
Bleach: Heat the Soul 4 (PSP),Bleach: Heat the Soul 4,PSP,Sony Computer Entertainment,Fighting,2007,5,39474.0,39474.0,N/A,N/A
