Name_Console,Name,Platform,Publisher,Genre,Release_Year,Release_Month,First_Week,Total_Sales,Critic_Score,User_Score
MLB 12: The Show (PS3),MLB 12: The Show,PS3,Sony Computer Entertainment,Sports,2012,3,167051.0,207650.0,N/A,N/A
MLB 13: The Show (PS3),MLB 13: The Show,PS3,Sony Computer Entertainment,Sports,2013,3,145253.0,228349.0,8.5,N/A
MLB 14 The Show (PS3),MLB 14 The Show,PS3,Sony Computer Entertainment America,Action,2014,4,81929.0,138851.0,8.2,N/A
MLB 14 The Show (PS4),MLB 14 The Show,PS4,Sony Computer Entertainment America,Action,2014,5,204345.0,264934.0,8.3,N/A
MLB 14 The Show (PSV),MLB 14 The Show,PSV,Sony Computer Entertainment America,Action,2014,4,24860.0,24860.0,7.1,N/A
MLB 15: The Show (PS3),MLB 15: The Show,PS3,Sony Computer Entertainment,Sports,2015,4,53106.0,53106.0,N/A,N/A
MLB 15: The Show (PS4),MLB 15: The Show,PS4,Sony Computer Entertainment,Sports,2015,4,146403.0,344085.0,N/A,N/A
MLB 16: The Show (PS3),MLB 16: The Show,PS3,Sony Computer Entertainment,Action,2016,4,37656.0,37656.0,N/A,N/A
MLB 16: The Show (PS4),MLB 16: The Show,PS4,Sony Computer Entertainment,Action,2016,4,276856.0,503482.0,N/A,N/A
MLB The Show 17 (PS4),MLB The Show 17,PS4,Sony Interactive Entertainment,Sports,2017,4,612291.0,746329.0,N/A,N/A
MLB The Show 18 (PS4),MLB The Show 18,PS4,Sony Interactive Entertainment,Sports,2018,3,412691.0,628312.0,N/A,N/A
MVP Baseball (PSP),MVP Baseball,PSP,Electronic Arts,Sports,2005,5,20584.0,70953.0,6.6,N/A
MX vs ATV All Out (PS4),MX vs ATV All Out,PS4,THQ Nordic,Racing,2018,3,27203.0,27203.0,N/A,N/A
MX vs. ATV Unleashed: On the Edge (PSP),MX vs. ATV Unleashed: On the Edge,PSP,THQ,Racing,2006,3,10148.0,10148.0,7.3,N/A
MX vs. ATV: Alive (PS3),MX vs. ATV: Alive,PS3,THQ,Racing,2011,5,36577.0,36577.0,6.9,N/A
MX vs. ATV: Alive (X360),MX vs. ATV: Alive,X360,THQ,Racing,2011,5,53391.0,53391.0,6.9,N/A
MXGP 2 (PS4),MXGP 2,PS4,Milestone S.r.l.,Racing,2016,4,22906.0,22906.0,N/A,N/A
MXGP 3: The Official Motocross Videogame (PS4),MXGP 3: The Official Motocross Videogame,PS4,Milestone,Racing,2017,6,26495.0,54753.0,N/A,N/A
Macross 30: Ginga o Tsunagu Utagoe (PS3),Macross 30: Ginga o Tsunagu Utagoe,PS3,Namco Bandai Games,Shooter,2013,3,60876.0,60876.0,N/A,N/A
Macross Ace Frontier (PSP),Macross Ace Frontier,PSP,Namco Bandai Games,Simulation,2008,10,96303.0,96303.0,N/A,N/A
Macross Triangle Frontier (PSP),Macross Triangle Frontier,PSP,Namco Bandai Games,Action,2011,2,57498.0,57498.0,N/A,N/A
Macross Ultimate Frontier (PSP),Macross Ultimate Frontier,PSP,Namco Bandai Games,Action,2009,10,84402.0,84402.0,N/A,N/A
Mad Max (PS4),Mad Max,PS4,Warner Bros. Interactive Entertainment,Action,2015,9,404426.0,622654.0,N/A,N/A
Mad Max (XOne),Mad Max,XOne,Warner Bros. Interactive Entertainment,Action,2015,9,132113.0,157898.0,N/A,N/A
MadWorld (Wii),MadWorld,Wii,Sega,Action,2009,3,41373.0,82897.0,8.1,8.1
Madagascar (DS),Madagascar,DS,Activision,Platform,2005,6,5567.0,19896.0,N/A,N/A
Madden NFL 06 (PSP),Madden NFL 06,PSP,Electronic Arts,Sports,2005,9,63942.0,163744.0,7.9,N/A
Madden NFL 07 (X360),Madden NFL 07,X360,Electronic Arts,Sports,2006,8,625981.0,887219.0,8.2,N/A
Madden NFL 08 (PS3),Madden NFL 08,PS3,Electronic Arts,Sports,2007,8,245033.0,347645.0,N/A,N/A
Madden NFL 08 (PSP),Madden NFL 08,PSP,Electronic Arts,Sports,2007,8,40340.0,40340.0,7.3,N/A
Madden NFL 08 (Wii),Madden NFL 08,Wii,Electronic Arts,Sports,2007,8,74482.0,102622.0,N/A,N/A
Madden NFL 08 (X360),Madden NFL 08,X360,Electronic Arts,Sports,2007,8,711851.0,1079104.0,8.7,N/A
Madden NFL 09 (PS3),Madden NFL 09,PS3,Electronic Arts,Sports,2008,8,480852.0,760011.0,8.6,N/A
Madden NFL 09 (PSP),Madden NFL 09,PSP,Electronic Arts,Sports,2008,8,77954.0,116229.0,6.9,N/A
Madden NFL 09 (X360),Madden NFL 09,X360,Electronic Arts,Sports,2008,8,764105.0,1207695.0,8.5,N/A
Madden NFL 09 All-Play (Wii),Madden NFL 09 All-Play,Wii,Electronic Arts,Sports,2008,8,87245.0,125545.0,N/A,N/A
Madden NFL 10 (PS3),Madden NFL 10,PS3,Electronic Arts,Sports,2009,8,444311.0,832414.0,8.5,N/A
Madden NFL 10 (PSP),Madden NFL 10,PSP,Electronic Arts,Sports,2009,8,51933.0,75099.0,8.0,N/A
Madden NFL 10 (Wii),Madden NFL 10,Wii,Electronic Arts,Sports,2009,8,59707.0,83109.0,7.5,N/A
Madden NFL 10 (X360),Madden NFL 10,X360,Electronic Arts,Sports,2009,8,654005.0,1171967.0,8.6,N/A
Madden NFL 11 (PS3),Madden NFL 11,PS3,Electronic Arts,Sports,2010,8,570878.0,978421.0,8.4,N/A
Madden NFL 11 (PSP),Madden NFL 11,PSP,Electronic Arts,Sports,2010,8,36435.0,36435.0,N/A,N/A
Madden NFL 11 (Wii),Madden NFL 11,Wii,Electronic Arts,Sports,2010,8,62544.0,62544.0,6.8,N/A
Madden NFL 11 (X360),Madden NFL 11,X360,Electronic Arts,Sports,2010,8,689163.0,1161566.0,8.3,N/A
Madden NFL 12 (PS3),Madden NFL 12,PS3,Electronic Arts,Sports,2011,9,569486.0,891383.0,7.8,N/A
Madden NFL 12 (Wii),Madden NFL 12,Wii,Electronic Arts,Sports,2011,9,31605.0,31605.0,7.0,N/A
Madden NFL 12 (X360),Madden NFL 12,X360,Electronic Arts,Sports,2011,9,677611.0,1043156.0,7.8,N/A
Madden NFL 13 (PS3),Madden NFL 13,PS3,Electronic Arts,Sports,2012,9,600763.0,972638.0,8.3,N/A
Madden NFL 13 (PSV),Madden NFL 13,PSV,Electronic Arts,Sports,2012,9,28226.0,28226.0,6.2,N/A
Madden NFL 13 (Wii),Madden NFL 13,Wii,Electronic Arts,Sports,2012,9,23071.0,23071.0,N/A,N/A
Madden NFL 13 (X360),Madden NFL 13,X360,Electronic Arts,Sports,2012,9,701459.0,1153781.0,8.0,N/A
Madden NFL 15 (PS3),Madden NFL 15,PS3,Electronic Arts,Sports,2014,8,232379.0,391742.0,N/A,N/A
Madden NFL 15 (PS4),Madden NFL 15,PS4,Electronic Arts,Sports,2014,8,525823.0,877759.0,N/A,N/A
Madden NFL 15 (X360),Madden NFL 15,X360,Electronic Arts,Sports,2014,8,313844.0,581000.0,N/A,N/A
Madden NFL 15 (XOne),Madden NFL 15,XOne,Electronic Arts,Sports,2014,8,388583.0,614355.0,N/A,N/A
Madden NFL 16 (PS3),Madden NFL 16,PS3,Electronic Arts,Sports,2015,8,88998.0,88998.0,8.0,N/A
Madden NFL 16 (PS4),Madden NFL 16,PS4,Electronic Arts,Sports,2015,8,782439.0,1249811.0,8.2,N/A
Madden NFL 16 (X360),Madden NFL 16,X360,Electronic Arts,Sports,2015,8,119035.0,119035.0,8.0,N/A
Madden NFL 16 (XOne),Madden NFL 16,XOne,Electronic Arts,Sports,2015,8,574876.0,934082.0,8.4,N/A
Madden NFL 17 (PS3),Madden NFL 17,PS3,Electronic Arts,Sports,2016,8,34865.0,34865.0,N/A,N/A
Madden NFL 17 (PS4),Madden NFL 17,PS4,Electronic Arts,Sports,2016,8,602753.0,1225718.0,8.5,N/A
Madden NFL 17 (X360),Madden NFL 17,X360,Electronic Arts,Sports,2016,8,37006.0,37006.0,N/A,N/A
Madden NFL 17 (XOne),Madden NFL 17,XOne,Electronic Arts,Sports,2016,8,380040.0,825005.0,8.1,N/A
Madden NFL 18 (PS4),Madden NFL 18,PS4,Electronic Arts,Sports,2017,8,602405.0,1109938.0,8.2,N/A
Madden NFL 18 (XOne),Madden NFL 18,XOne,Electronic Arts,Sports,2017,8,335045.0,710881.0,8.8,N/A
Madden NFL 19 (PS4),Madden NFL 19,PS4,Electronic Arts,Sports,2018,8,517692.0,868631.0,N/A,N/A
Madden NFL 19 (XOne),Madden NFL 19,XOne,Electronic Arts,Sports,2018,8,322255.0,552926.0,N/A,N/A
Madden NFL 2005 (DS),Madden NFL 2005,DS,Electronic Arts,Sports,2004,11,41021.0,143834.0,N/A,N/A
Madden NFL 25 (PS3),Madden NFL 25,PS3,Electronic Arts,Sports,2013,8,499317.0,823704.0,7.5,N/A
Madden NFL 25 (PS4),Madden NFL 25,PS4,Electronic Arts,Sports,2013,11,132236.0,132236.0,7.4,N/A
Madden NFL 25 (X360),Madden NFL 25,X360,Electronic Arts,Sports,2013,8,577715.0,936065.0,7.8,N/A
Madden NFL 25 (XOne),Madden NFL 25,XOne,Electronic Arts,Sports,2013,11,96725.0,96725.0,7.1,N/A
Mafia II (PC),Mafia II,PC,Take-Two Interactive,Action,2010,8,42730.0,42730.0,7.6,N/A
Mafia II (PS3),Mafia II,PS3,Take-Two Interactive,Action,2010,8,231841.0,543211.0,7.0,N/A
Mafia II (X360),Mafia II,X360,Take-Two Interactive,Action,2010,8,238462.0,522516.0,7.2,N/A
Mafia III (PC),Mafia III,PC,Take-Two Interactive,Action,2016,10,90204.0,90204.0,6.5,N/A
Mafia III (PS4),Mafia III,PS4,Take-Two Interactive,Action-Adventure,2016,10,818169.0,1592800.0,6.9,N/A
Mafia III (XOne),Mafia III,XOne,Take-Two Interactive,Action-Adventure,2016,10,267302.0,507547.0,6.8,N/A
Magi: The Labyrinth of Beginning (3DS),Magi: The Labyrinth of Beginning,3DS,Namco Bandai Games,Role-Playing,2013,2,28100.0,28100.0,N/A,N/A
Magna Carta 2 (X360),Magna Carta 2,X360,Banpresto,Role-Playing,2009,8,35211.0,35211.0,6.6,N/A
Magna Carta Portable (PSP),Magna Carta Portable,PSP,Banpresto,Role-Playing,2006,5,10352.0,10352.0,N/A,N/A
Magnetica (DS),Magnetica,DS,Nintendo,Puzzle,2006,3,10680.0,10680.0,N/A,N/A
Mahjong Fight Club (PSP),Mahjong Fight Club,PSP,Konami Digital Entertainment,Misc,2004,12,15704.0,61741.0,N/A,N/A
Mahjong Taikai (DS),Mahjong Taikai,DS,Tecmo Koei,Misc,2004,12,4911.0,24527.0,N/A,N/A
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces (PSP),Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,Namco Bandai Games,Shooter,2010,1,75166.0,75166.0,N/A,N/A
Majo to Hyakkihei (PS3),Majo to Hyakkihei,PS3,Nippon Ichi Software,Role-Playing,2013,7,50342.0,50342.0,,
Major League Baseball 2K10 (X360),Major League Baseball 2K10,X360,Take-Two Interactive,Sports,2010,3,55819.0,89267.0,7.4,N/A
Major League Baseball 2K11 (X360),Major League Baseball 2K11,X360,Take-Two Interactive,Sports,2011,3,60461.0,60461.0,N/A,N/A
Major League Baseball 2K12 (PS3),Major League Baseball 2K12,PS3,Take-Two Interactive,Sports,2012,3,40407.0,40407.0,N/A,N/A
Major League Baseball 2K12 (X360),Major League Baseball 2K12,X360,Take-Two Interactive,Sports,2012,3,70870.0,70870.0,N/A,N/A
Major League Baseball 2K6 (X360),Major League Baseball 2K6,X360,Spike,Sports,2006,4,73607.0,197594.0,6.3,N/A
Major League Baseball 2K7 (PS3),Major League Baseball 2K7,PS3,Spike,Sports,2007,3,33705.0,33705.0,N/A,N/A
Major League Baseball 2K7 (X360),Major League Baseball 2K7,X360,Spike,Sports,2007,3,135829.0,331940.0,N/A,N/A
Major League Baseball 2K8 (X360),Major League Baseball 2K8,X360,Bethesda Softworks,Sports,2008,3,110952.0,171890.0,N/A,N/A
Major League Baseball 2K9 (X360),Major League Baseball 2K9,X360,Spike,Sports,2009,3,116542.0,209735.0,N/A,N/A
Makai Senki Disgaea 4 Return (PSV),Makai Senki Disgaea 4 Return,PSV,Nippon Ichi Software,Role-Playing,2014,2,32639.0,32639.0,,
Manhunt 2 (Wii),Manhunt 2,Wii,Take-Two Interactive,Action,2007,11,51414.0,51414.0,5.8,N/A
Mario & Luigi Superstar Saga + Bowser's Minions (3DS),Mario & Luigi Superstar Saga + Bowser's Minions,3DS,Nintendo,Role-Playing,2017,10,76067.0,114765.0,N/A,N/A
Mario & Luigi: Bowser's Inside Story (DS),Mario & Luigi: Bowser's Inside Story,DS,Nintendo,Role-Playing,2009,2,212611.0,440321.0,9.1,N/A
Mario & Luigi: Dream Team (3DS),Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,7,35864.0,512354.0,8.0,N/A
Mario & Luigi: Partners in Time (DS),Mario & Luigi: Partners in Time,DS,Nintendo,Role-Playing,2005,12,86736.0,594581.0,8.8,N/A
Mario & Sonic at the London 2012 Olympic Games (3DS),Mario & Sonic at the London 2012 Olympic Games,3DS,Sega,Sports,2012,2,44393.0,242422.0,6.5,N/A
Mario & Sonic at the London 2012 Olympic Games (Wii),Mario & Sonic at the London 2012 Olympic Games,Wii,Sega,Sports,2011,11,108707.0,1944706.0,6.8,N/A
Mario & Sonic at the Olympic Games (DS),Mario & Sonic at the Olympic Games,DS,Nintendo,Sports,2008,1,90379.0,749717.0,7.0,N/A
Mario & Sonic at the Olympic Games (Wii),Mario & Sonic at the Olympic Games,Wii,Nintendo,Sports,2007,11,96348.0,1647775.0,7.2,N/A
Mario & Sonic at the Olympic Winter Games (DS),Mario & Sonic at the Olympic Winter Games,DS,Sega,Sports,2009,10,82368.0,603164.0,7.6,N/A
Mario & Sonic at the Olympic Winter Games (Wii),Mario & Sonic at the Olympic Winter Games,Wii,Sega,Sports,2009,10,145025.0,920712.0,6.8,N/A
Mario & Sonic at the Rio 2016 Olympic Games (3DS),Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo,Action,2016,2,43070.0,67024.0,N/A,N/A
Mario & Sonic at the Rio 2016 Olympic Games (WiiU),Mario & Sonic at the Rio 2016 Olympic Games,WiiU,Nintendo,Action,2016,6,50360.0,158840.0,N/A,N/A
Mario + Rabbids Kingdom Battle (NS),Mario + Rabbids Kingdom Battle,NS,Ubisoft,Strategy,2017,9,243165.0,526794.0,7.7,N/A
Mario Golf: World Tour (3DS),Mario Golf: World Tour,3DS,Nintendo,Action,2014,5,91873.0,152724.0,8.1,N/A
Mario Hoops 3 on 3 (DS),Mario Hoops 3 on 3,DS,Nintendo,Sports,2006,7,111247.0,269046.0,7.1,N/A
Mario Kart 7 (3DS),Mario Kart 7,3DS,Nintendo,Racing,2011,12,684108.0,4181837.0,8.2,N/A
Mario Kart 8 (WiiU),Mario Kart 8,WiiU,Nintendo,Racing,2014,5,1171310.0,2121168.0,8.8,N/A
Mario Kart 8 Deluxe (NS),Mario Kart 8 Deluxe,NS,Nintendo,Racing,2017,4,1261073.0,2159874.0,9.3,N/A
Mario Kart DS (DS),Mario Kart DS,DS,Nintendo,Racing,2005,11,182844.0,2362185.0,9.1,9.4
Mario Kart Wii (Wii),Mario Kart Wii,Wii,Nintendo,Racing,2008,4,1084638.0,4580319.0,8.2,9.1
Mario Party 10 (WiiU),Mario Party 10,WiiU,Nintendo,Misc,2015,3,50929.0,661616.0,6.3,N/A
Mario Party 8 (Wii),Mario Party 8,Wii,Nintendo,Misc,2007,6,309964.0,781522.0,6.5,N/A
Mario Party 9 (Wii),Mario Party 9,Wii,Nintendo,Misc,2012,3,46026.0,525224.0,6.5,N/A
Mario Party DS (DS),Mario Party DS,DS,Nintendo,Misc,2007,11,245634.0,1463020.0,7.1,N/A
Mario Strikers Charged (Wii),Mario Strikers Charged,Wii,Nintendo,Sports,2007,6,22292.0,74755.0,7.7,N/A
Mario Super Sluggers (Wii),Mario Super Sluggers,Wii,Nintendo,Sports,2008,6,58831.0,58831.0,6.7,N/A
Mario Tennis Aces (NS),Mario Tennis Aces,NS,Nintendo,Sports,2018,6,445334.0,991157.0,7.8,N/A
Mario Tennis Open (3DS),Mario Tennis Open,3DS,Nintendo,Sports,2012,5,140880.0,350288.0,6.6,N/A
Mario vs. Donkey Kong 2: March of the Minis (DS),Mario vs. Donkey Kong 2: March of the Minis,DS,Nintendo,Puzzle,2006,9,39025.0,146450.0,7.7,N/A
Mario vs. Donkey Kong: Mini-Land Mayhem! (DS),Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Nintendo,Puzzle,2010,11,103209.0,961420.0,7.8,N/A
Marvel Nemesis: Rise of the Imperfects (PSP),Marvel Nemesis: Rise of the Imperfects,PSP,Electronic Arts,Fighting,2005,10,15160.0,25059.0,6.8,N/A
Marvel vs. Capcom 3: Fate of Two Worlds (PS3),Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom,Fighting,2011,2,362016.0,508217.0,8.2,N/A
Marvel vs. Capcom 3: Fate of Two Worlds (X360),Marvel vs. Capcom 3: Fate of Two Worlds,X360,Capcom,Fighting,2011,2,283303.0,368031.0,8.4,N/A
Marvel vs. Capcom: Infinite (PS4),Marvel vs. Capcom: Infinite,PS4,Capcom,Fighting,2017,9,132967.0,172438.0,N/A,N/A
Marvel vs. Capcom: Infinite (XOne),Marvel vs. Capcom: Infinite,XOne,Capcom,Fighting,2017,9,42894.0,42894.0,N/A,N/A
Marvel: Ultimate Alliance (X360),Marvel: Ultimate Alliance,X360,Activision,Role-Playing,2006,10,112731.0,178712.0,8.3,N/A
Marvel: Ultimate Alliance 2 (PS3),Marvel: Ultimate Alliance 2,PS3,Activision,Role-Playing,2009,9,131524.0,254862.0,7.8,N/A
Marvel: Ultimate Alliance 2 (X360),Marvel: Ultimate Alliance 2,X360,Activision,Role-Playing,2009,9,202096.0,362050.0,7.4,N/A
Mass Effect (X360),Mass Effect,X360,Microsoft Game Studios,Role-Playing,2007,11,371676.0,776626.0,9.5,8.9
Mass Effect 2 (PC),Mass Effect 2,PC,Electronic Arts,Role-Playing,2010,1,36691.0,36691.0,9.6,N/A
Mass Effect 2 (PS3),Mass Effect 2,PS3,Electronic Arts,Role-Playing,2011,1,88858.0,175554.0,9.3,N/A
Mass Effect 2 (X360),Mass Effect 2,X360,Electronic Arts,Role-Playing,2010,1,874373.0,1381163.0,9.5,8.9
Mass Effect 3 (PC),Mass Effect 3,PC,Electronic Arts,Role-Playing,2012,3,264339.0,356340.0,N/A,N/A
Mass Effect 3 (PS3),Mass Effect 3,PS3,Electronic Arts,Role-Playing,2012,3,381337.0,608012.0,N/A,N/A
Mass Effect 3 (X360),Mass Effect 3,X360,Electronic Arts,Role-Playing,2012,3,1312354.0,1939644.0,N/A,N/A
Mass Effect: Andromeda (PC),Mass Effect: Andromeda,PC,Electronic Arts,Role-Playing,2017,3,60805.0,60805.0,N/A,N/A
Mass Effect: Andromeda (PS4),Mass Effect: Andromeda,PS4,Electronic Arts,Role-Playing,2017,3,619947.0,954829.0,N/A,N/A
Mass Effect: Andromeda (XOne),Mass Effect: Andromeda,XOne,Electronic Arts,Role-Playing,2017,3,340117.0,477979.0,N/A,N/A
Master of Illusion (DS),Master of Illusion,DS,Nintendo,Puzzle,2006,11,26602.0,26602.0,N/A,N/A
Mawashite Tsunageru Touch Panic (DS),Mawashite Tsunageru Touch Panic,DS,Nintendo,Puzzle,2006,5,13954.0,22904.0,N/A,N/A
Max Payne 3 (PC),Max Payne 3,PC,Take-Two Interactive,Shooter,2012,6,75532.0,101256.0,9.0,N/A
Max Payne 3 (PS3),Max Payne 3,PS3,Take-Two Interactive,Shooter,2012,5,311984.0,659913.0,N/A,N/A
Max Payne 3 (X360),Max Payne 3,X360,Take-Two Interactive,Shooter,2012,5,416291.0,829361.0,N/A,N/A
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken (DS),Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,Namco Bandai Games,Misc,2008,4,57669.0,57669.0,N/A,N/A
Medabots 8: Kuwagata (3DS),Medabots 8: Kuwagata,3DS,Rocket Company,Action,2014,8,34134.0,34134.0,,
Medabots Girls Mission: Metabee Ver. / Rokusho Ver. (3DS),Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company,Role-Playing,2016,3,20110.0,20110.0,N/A,N/A
Medal of Honor (PC),Medal of Honor,PC,Electronic Arts,Shooter,2010,10,70437.0,70437.0,N/A,N/A
Medal of Honor (PS3),Medal of Honor,PS3,Electronic Arts,Shooter,2010,10,618614.0,1111113.0,7.0,N/A
Medal of Honor (X360),Medal of Honor,X360,Electronic Arts,Shooter,2010,10,689096.0,1318886.0,7.3,N/A
Medal of Honor: Airborne (X360),Medal of Honor: Airborne,X360,Electronic Arts,Shooter,2007,9,121705.0,227670.0,N/A,N/A
Medal of Honor: Warfighter (PC),Medal of Honor: Warfighter,PC,Electronic Arts,Action,2012,10,86100.0,86100.0,N/A,N/A
Medal of Honor: Warfighter (PS3),Medal of Honor: Warfighter,PS3,Electronic Arts,Action,2012,10,322373.0,559449.0,N/A,N/A
Medal of Honor: Warfighter (X360),Medal of Honor: Warfighter,X360,Electronic Arts,Action,2012,10,311119.0,405190.0,N/A,N/A
Medalot 7 (3DS),Medalot 7,3DS,Rocket Company,Action,2012,9,53449.0,53449.0,N/A,N/A
Medarot DS: Kabuto / Kuwagata Ver. (DS),Medarot DS: Kabuto / Kuwagata Ver.,DS,Rocket Company,Role-Playing,2010,5,55231.0,55231.0,N/A,N/A
MediEvil: Resurrection (PSP),MediEvil: Resurrection,PSP,Sony Computer Entertainment,Adventure,2005,9,21350.0,99209.0,6.5,N/A
Mega Man Legacy Collection (3DS),Mega Man Legacy Collection,3DS,Capcom,Platform,2016,2,95690.0,126681.0,N/A,N/A
Mega Man Legacy Collection (PS4),Mega Man Legacy Collection,PS4,Capcom,Platform,2016,2,32225.0,32225.0,N/A,N/A
Mega Man Legacy Collection 1+2 (NS),Mega Man Legacy Collection 1+2,NS,Capcom,Platform,2018,5,44223.0,44223.0,N/A,N/A
Mega Man Legacy Collection 1+2 (PS4),Mega Man Legacy Collection 1+2,PS4,Capcom Entertainment,Platform,2018,7,52911.0,52911.0,N/A,N/A
Mega Man Legacy Collection 2 (PS4),Mega Man Legacy Collection 2,PS4,Capcom,Action,2017,8,21166.0,21166.0,N/A,N/A
Mega Man Star Force Dragon / Leo / Pegasus (DS),Mega Man Star Force Dragon / Leo / Pegasus,DS,Capcom,Role-Playing,2006,12,93431.0,284684.0,N/A,N/A
Mega Man ZX (DS),Mega Man ZX,DS,Capcom,Platform,2006,7,36203.0,50733.0,7.6,N/A
Mega Man ZX Advent (DS),Mega Man ZX Advent,DS,Capcom,Platform,2007,7,26295.0,26295.0,7.6,N/A
Mega Man Zero Collection (DS),Mega Man Zero Collection,DS,Capcom,Platform,2010,6,35757.0,35757.0,7.5,N/A
Meitantei Conan: Tantei Ryoku Trainer (DS),Meitantei Conan: Tantei Ryoku Trainer,DS,Namco Bandai Games,Misc,2007,4,26956.0,26956.0,N/A,N/A
Mercenaries 2: World in Flames (PS3),Mercenaries 2: World in Flames,PS3,Electronic Arts,Shooter,2008,9,134029.0,242352.0,6.0,N/A
Mercenaries 2: World in Flames (X360),Mercenaries 2: World in Flames,X360,Electronic Arts,Shooter,2008,9,269811.0,446181.0,7.1,N/A
Metal Gear Ac!d (PSP),Metal Gear Ac!d,PSP,Konami Digital Entertainment,Strategy,2004,12,24655.0,84288.0,7.4,N/A
Metal Gear Rising: Revengeance (PS3),Metal Gear Rising: Revengeance,PS3,Konami Digital Entertainment,Action,2013,2,604582.0,824060.0,9.0,N/A
Metal Gear Rising: Revengeance (X360),Metal Gear Rising: Revengeance,X360,Konami Digital Entertainment,Action,2013,2,145969.0,184943.0,N/A,N/A
Metal Gear Solid 4: Guns of the Patriots (PS3),Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,Action,2008,6,1816515.0,2942457.0,9.3,9.8
Metal Gear Solid HD Collection (PS3),Metal Gear Solid HD Collection,PS3,Konami Digital Entertainment,Simulation,2011,11,127457.0,127457.0,N/A,N/A
Metal Gear Solid HD Collection (X360),Metal Gear Solid HD Collection,X360,Konami Digital Entertainment,Simulation,2011,11,82294.0,82294.0,N/A,N/A
Metal Gear Solid V: Ground Zeroes (PS3),Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,Action,2014,3,232892.0,351951.0,8.5,N/A
Metal Gear Solid V: Ground Zeroes (PS4),Metal Gear Solid V: Ground Zeroes,PS4,Konami Digital Entertainment,Action,2014,3,473754.0,687150.0,7.6,N/A
Metal Gear Solid V: Ground Zeroes (X360),Metal Gear Solid V: Ground Zeroes,X360,Konami Digital Entertainment,Action,2014,3,37604.0,37604.0,8.3,N/A
Metal Gear Solid V: Ground Zeroes (XOne),Metal Gear Solid V: Ground Zeroes,XOne,Konami Digital Entertainment,Action,2014,3,91444.0,118206.0,7.7,N/A
Metal Gear Solid V: The Phantom Pain (PS3),Metal Gear Solid V: The Phantom Pain,PS3,Konami Digital Entertainment,Action,2015,9,219306.0,286166.0,N/A,N/A
Metal Gear Solid V: The Phantom Pain (PS4),Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,Action,2015,9,1637870.0,2230571.0,N/A,N/A
Metal Gear Solid V: The Phantom Pain (X360),Metal Gear Solid V: The Phantom Pain,X360,Konami Digital Entertainment,Action,2015,9,37459.0,37459.0,N/A,N/A
Metal Gear Solid V: The Phantom Pain (XOne),Metal Gear Solid V: The Phantom Pain,XOne,Konami Digital Entertainment,Action,2015,9,251806.0,295986.0,N/A,N/A
Metal Gear Solid: Peace Walker (PSP),Metal Gear Solid: Peace Walker,PSP,Konami Digital Entertainment,Action,2010,5,445138.0,640605.0,8.6,N/A
Metal Gear Solid: Portable Ops (PSP),Metal Gear Solid: Portable Ops,PSP,Konami Digital Entertainment,Action,2006,12,58233.0,457033.0,8.7,N/A
Metal Gear Solid: Portable Ops Plus (PSP),Metal Gear Solid: Portable Ops Plus,PSP,Konami Digital Entertainment,Action,2007,9,108960.0,146519.0,6.9,N/A
Metal Gear Solid: The Legacy Collection (PS3),Metal Gear Solid: The Legacy Collection,PS3,Konami Digital Entertainment,Adventure,2013,7,68636.0,68636.0,N/A,N/A
Metal Gear Survive (PS4),Metal Gear Survive,PS4,Konami Digital Entertainment,Action,2018,2,83951.0,112591.0,N/A,N/A
Metal Max 3 (DS),Metal Max 3,DS,Enterbrain,Role-Playing,2010,7,41412.0,41412.0,N/A,N/A
Metal Max Xeno (PS4),Metal Max Xeno,PS4,Kadokawa Games,Role-Playing,2018,4,16029.0,16029.0,N/A,N/A
Metal Saga: Hagane no Kisetsu (DS),Metal Saga: Hagane no Kisetsu,DS,Success,Role-Playing,2006,6,16545.0,16545.0,N/A,N/A
Meteos (DS),Meteos,DS,Namco Bandai Games,Puzzle,2005,3,21667.0,27736.0,8.8,N/A
Metro: Last Light (PC),Metro: Last Light,PC,Deep Silver,Shooter,2013,5,19061.0,19061.0,N/A,N/A
Metro: Last Light (PS3),Metro: Last Light,PS3,Deep Silver,Shooter,2013,5,79757.0,145533.0,N/A,N/A
Metro: Last Light (X360),Metro: Last Light,X360,Deep Silver,Shooter,2013,5,93285.0,153460.0,N/A,N/A
Metro: Redux (PS4),Metro: Redux,PS4,Deep Silver,Shooter,2014,8,60120.0,97757.0,,
Metroid Prime 3: Corruption (Wii),Metroid Prime 3: Corruption,Wii,Nintendo,Shooter,2007,9,241649.0,364110.0,9.0,9.4
